owner_id,auc_val,auc_test,eer_test,far_at_eer,frr_at_eer,thr,n_train_pos,n_train_neg,n_val,n_test,run,seed
user2,0.4782608695652174,0.7391304347826088,0.2608695652173913,0.2608695652162571,0.9999999999,0.052334223428498146,4,92,24,24,8,50
user20,0.30434782608695654,1.0,0.0,0.0,0.0,0.5322075486183167,4,92,24,24,8,50
user21,1.0,1.0,0.0,0.0,0.0,0.7743046283721924,4,92,24,24,8,50
user22,1.0,0.9130434782608696,0.08695652173913043,0.08695652173875237,0.9999999999,0.21314701891463736,4,92,24,24,8,50
user23,1.0,1.0,0.0,0.0,0.0,0.7019246816635132,4,92,24,24,8,50
user24,1.0,1.0,0.0,0.0,0.0,0.562315821647644,4,92,24,24,8,50
user25,1.0,1.0,0.0,0.0,0.0,0.42846226692199707,4,92,24,24,8,50
user3,1.0,1.0,0.0,0.0,0.0,0.8010094165802002,4,92,24,24,8,50
user4,1.0,1.0,0.0,0.0,0.0,0.3615665137767792,4,92,24,24,8,50
user5,0.9565217391304348,1.0,0.0,0.0,0.0,0.45777660608291626,4,92,24,24,8,50
user6,1.0,1.0,0.0,0.0,0.0,0.44870513677597046,4,92,24,24,8,50
user7,1.0,1.0,0.0,0.0,0.0,0.443983256816864,4,92,24,24,8,50
user8,1.0,1.0,0.0,0.0,0.0,0.57416832447052,4,92,24,24,8,50
user9,1.0,1.0,0.0,0.0,0.0,0.5101404190063477,4,92,24,24,8,50
user1,1.0,1.0,0.0,0.0,0.0,0.2344798743724823,4,92,24,24,9,51
user10,1.0,1.0,0.0,0.0,0.0,0.438920795917511,4,92,24,24,9,51
user12,1.0,1.0,0.0,0.0,0.0,0.3101412057876587,4,92,24,24,9,51
user13,1.0,1.0,0.0,0.0,0.0,0.4349629282951355,4,92,24,24,9,51
user14,0.9565217391304348,1.0,0.0,0.0,0.0,0.6302477717399597,4,92,24,24,9,51
user15,0.9130434782608696,1.0,0.0,0.0,0.0,0.26458171010017395,4,92,24,24,9,51
user16,1.0,1.0,0.0,0.0,0.0,0.5298598408699036,4,92,24,24,9,51
user17,1.0,1.0,0.0,0.0,0.0,0.8322080969810486,4,92,24,24,9,51
user18,1.0,1.0,0.0,0.0,0.0,0.7020469307899475,4,92,24,24,9,51
user19,0.9565217391304348,1.0,0.0,0.0,0.0,0.5984428524971008,4,92,24,24,9,51
user2,0.8695652173913043,1.0,0.0,0.0,0.0,0.29339683055877686,4,92,24,24,9,51
user20,1.0,0.9565217391304348,0.043478260869565216,0.04347826086937619,0.9999999999,0.3909398200719253,4,92,24,24,9,51
user21,1.0,1.0,0.0,0.0,0.0,0.5521056652069092,4,92,24,24,9,51
user22,0.9565217391304348,1.0,0.0,0.0,0.0,0.657208263874054,4,92,24,24,9,51
user23,1.0,1.0,0.0,0.0,0.0,0.4367019236087799,4,92,24,24,9,51
user24,0.9565217391304348,1.0,0.0,0.0,0.0,0.4822540283203125,4,92,24,24,9,51
user25,1.0,1.0,0.0,0.0,0.0,0.39902564883232117,4,92,24,24,9,51
